sym,entry,tf,atr_stop,trail,friday,rule,max_days,risk,mode,sample,max_starts,n,pass_pct,pass_inconsistent_pct,fail_daily_pct,fail_max_pct,timeout_pct,days_to_pass_median,trades_mean,max_dd_mean,worst_day_mean,end_balance_mean,burn_pct,secs,stage,target,min_days,seed
XAUUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,3.1,0.0,4.5,4.0,88.4,3.7,2.4,4.32,-1.79,99587.0,8.5,0.6,1,,,
XAUUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,10.4,0.0,14.7,43.6,31.3,10.4,7.4,8.11,-2.33,98503.0,58.3,1.7,1,,,
XAUUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.7,0.0,0.2,0.0,99.1,5.7,0.7,1.58,-0.75,99913.0,0.2,0.5,1,,,
XAUUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,2.6,0.0,0.9,5.7,90.8,15.7,2.9,4.72,-1.75,99678.0,6.6,1.9,1,,,
XAUUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,2.1,0.0,5.5,0.7,91.7,3.0,2.4,3.62,-1.65,99981.0,6.2,1.1,1,,,
XAUUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,8.8,0.0,22.3,24.6,44.3,15.2,8.2,6.93,-2.37,99690.0,46.9,3.0,1,,,
XAUUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.5,0.0,0.5,0.0,99.1,2.2,0.7,1.29,-0.67,99956.0,0.5,0.6,1,,,
XAUUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,2.4,0.0,2.1,3.3,92.2,13.7,3.0,3.85,-1.63,99894.0,5.4,2.3,1,,,
XAUUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.5,0.0,3.6,0.0,96.0,3.9,2.5,2.79,-1.48,99979.0,3.6,0.9,1,,,
XAUUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,5.9,0.0,16.4,15.9,61.8,18.9,9.4,5.97,-2.35,99613.0,32.3,5.4,1,,,
XAUUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.2,0.0,99.8,,0.7,1.01,-0.58,99895.0,0.2,0.7,1,,,
XAUUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.0,0.0,1.2,1.2,97.6,,3.0,3.13,-1.48,99607.0,2.4,3.2,1,,,
XAUUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,1.4,0.0,1.4,1.2,96.0,5.7,1.6,3.12,-1.36,99859.0,2.6,0.6,1,,,
XAUUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,2.8,0.0,5.7,26.5,64.9,7.1,5.9,7.1,-2.15,98991.0,32.2,1.9,1,,,
XAUUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.5,0.0,0.0,0.0,99.5,3.7,0.4,0.99,-0.48,99889.0,0.0,0.5,1,,,
XAUUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,2.6,0.0,0.0,3.3,94.1,15.7,1.8,3.45,-1.36,99687.0,3.3,1.9,1,,,
XAUUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.7,0.0,2.1,0.0,97.2,2.6,1.6,2.57,-1.2,99938.0,2.1,0.7,1,,,
XAUUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,4.7,0.0,7.6,12.8,74.9,15.7,6.1,6.01,-2.07,99606.0,20.4,3.3,1,,,
XAUUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.2,0.0,99.8,,0.4,0.82,-0.44,99885.0,0.2,0.6,1,,,
XAUUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.2,0.0,1.2,3.1,95.5,18.2,1.8,2.86,-1.25,99546.0,4.3,2.2,1,,,
XAUUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.7,0.0,0.0,0.0,99.3,5.7,0.6,1.28,-0.6,100022.0,0.0,0.7,1,,,
XAUUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,4.3,0.0,0.0,6.2,89.6,17.2,2.4,4.15,-1.5,100200.0,6.2,2.5,1,,,
XAUUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,2.1,0.0,97.9,,1.6,2.04,-1.09,99953.0,2.1,1.1,1,,,
XAUUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,1.2,0.0,9.7,7.6,81.5,19.4,6.4,4.96,-2.06,99564.0,17.3,6.0,1,,,
XAUUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.7,0.0,0.5,0.0,98.8,5.8,0.6,1.03,-0.54,100014.0,0.5,0.6,1,,,
XAUUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,2.6,0.0,2.1,3.8,91.5,14.4,2.4,3.33,-1.38,100180.0,5.9,3.1,1,,,
XAUUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,0.0,100.0,,0.4,0.67,-0.4,99871.0,0.0,0.9,1,,,
XAUUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,1.7,98.3,,1.9,2.43,-1.19,99395.0,1.7,3.7,1,,,
XAUUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,0.0,100.0,,0.2,0.38,-0.17,100049.0,0.0,0.6,1,,,
XAUUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,0.2,99.8,,0.7,1.52,-0.68,100206.0,0.2,2.2,1,,,
XAUUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,0.0,100.0,,0.2,0.32,-0.14,100038.0,0.0,0.6,1,,,
XAUUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,0.2,99.8,,0.7,1.24,-0.56,100136.0,0.2,2.3,1,,,
XAUUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,0.0,100.0,,0.2,0.26,-0.14,100021.0,0.0,0.7,1,,,
XAUUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.0,0.0,0.0,0.0,100.0,,0.7,1.03,-0.56,100032.0,0.0,3.0,1,,,
XAUUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.2,0.0,99.8,,0.6,0.83,-0.47,99886.0,0.2,0.9,1,,,
XAUUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.0,0.0,1.2,2.8,96.0,,2.5,2.82,-1.24,99534.0,4.0,4.1,1,,,
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,5.5,0.0,5.5,16.1,73.0,3.7,3.9,6.14,-2.06,99117.0,21.6,1.0,1,,,
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,17.1,0.0,14.0,56.4,12.6,12.6,8.5,9.03,-2.28,98388.0,70.4,2.4,1,,,
XAUUSD,don20,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,1.9,0.0,1.2,0.9,96.0,5.1,1.7,3.47,-1.49,99706.0,2.1,0.9,1,,,
XAUUSD,don20,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,6.9,0.0,5.0,38.2,50.0,11.7,5.9,7.74,-2.13,98786.0,43.2,2.7,1,,,
XAUUSD,don20,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,2.4,0.0,7.6,6.9,83.2,3.4,3.7,5.18,-2.02,100077.0,14.5,1.9,1,,,
XAUUSD,don20,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,17.3,0.0,21.6,39.6,21.6,14.4,9.6,8.18,-2.48,100059.0,61.2,4.7,1,,,
XAUUSD,don20,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.9,0.0,2.6,0.0,96.4,3.0,1.6,2.76,-1.36,100085.0,2.6,1.1,1,,,
XAUUSD,don20,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,7.8,0.0,11.4,15.6,65.2,15.9,6.1,6.24,-2.16,100552.0,27.0,3.7,1,,,
XAUUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,2.1,0.0,2.8,4.3,90.8,5.5,2.5,4.67,-1.85,99461.0,7.1,0.8,1,,,
XAUUSD,don55,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,10.7,0.0,10.2,50.9,28.2,11.7,7.4,8.63,-2.26,98225.0,61.1,2.1,1,,,
XAUUSD,don20,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.9,0.0,11.1,1.7,86.3,4.9,3.3,3.86,-2.03,99821.0,12.8,3.1,1,,,
XAUUSD,don20,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,7.1,0.0,41.5,21.1,30.3,17.9,9.2,6.56,-2.74,99665.0,62.6,8.7,1,,,
XAUUSD,don20,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.9,0.0,99.1,,1.4,2.02,-1.14,99979.0,0.9,1.6,1,,,
XAUUSD,don20,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,1.2,0.0,5.0,7.3,86.5,21.4,5.5,4.87,-1.89,100079.0,12.3,7.1,1,,,
XAUUSD,don55,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,1.2,0.0,2.8,0.7,95.3,3.6,2.3,3.82,-1.68,100082.0,3.5,1.3,1,,,
XAUUSD,don55,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,11.4,0.0,12.1,31.5,45.0,15.9,7.8,7.53,-2.27,100418.0,43.6,4.7,1,,,
XAUUSD,don55,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,1.9,0.0,0.9,0.7,96.4,5.7,1.0,2.32,-1.0,100018.0,1.6,0.8,1,,,
XAUUSD,don55,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,8.5,0.0,4.3,15.9,71.3,15.0,4.2,6.26,-2.0,99972.0,20.2,2.7,1,,,
XAUUSD,don55,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.9,0.0,1.9,0.0,97.2,4.0,1.0,1.8,-0.94,100120.0,1.9,1.0,1,,,
XAUUSD,don55,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,5.7,0.0,9.7,4.7,79.9,16.5,4.1,4.95,-2.01,100636.0,14.4,3.7,1,,,
XAUUSD,don55,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.2,0.0,3.1,0.2,96.4,4.9,2.0,2.77,-1.48,99953.0,3.3,2.3,1,,,
XAUUSD,don55,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,4.0,0.0,11.6,15.2,69.2,16.9,7.2,5.81,-2.18,100076.0,26.8,8.7,1,,,
XAUUSD,don55,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,422,0.0,0.0,0.5,0.0,99.5,,0.8,1.27,-0.77,100014.0,0.5,1.2,1,,,
XAUUSD,don55,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,422,0.7,0.0,2.4,0.5,96.4,25.9,3.5,3.56,-1.63,100217.0,2.9,6.0,1,,,
BTCUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,3.8,0.0,8.5,12.8,74.9,4.6,3.5,5.62,-2.04,100000.0,21.3,1.1,1,,,
BTCUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,19.0,0.0,20.0,41.5,19.5,15.4,8.7,8.29,-2.4,100429.0,61.5,2.6,1,,,
BTCUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,1.3,0.0,14.1,4.1,80.5,4.9,3.5,4.73,-1.97,100103.0,18.2,1.8,1,,,
BTCUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,15.1,0.0,37.7,26.4,20.8,18.9,9.2,7.28,-2.66,100809.0,64.1,4.6,1,,,
BTCUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,1.5,98.5,,1.2,2.45,-1.04,99838.0,1.5,0.9,1,,,
BTCUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,0.8,0.0,0.0,12.6,86.7,28.6,4.8,6.2,-1.99,99465.0,12.6,3.4,1,,,
BTCUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,0.3,99.7,,1.2,2.19,-0.92,100035.0,0.3,1.3,1,,,
BTCUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,1.5,0.0,0.0,9.7,88.7,26.1,5.0,5.81,-1.86,100186.0,9.7,4.7,1,,,
BTCUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,2.3,0.0,5.1,5.6,86.9,4.4,2.3,4.65,-1.73,98963.0,10.7,1.0,1,,,
BTCUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,4.4,0.0,13.3,52.3,30.0,6.4,6.8,8.65,-2.24,97060.0,65.6,2.7,1,,,
BTCUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,2.3,0.0,8.2,2.1,87.4,4.0,2.3,3.92,-1.66,99551.0,10.3,1.3,1,,,
BTCUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,9.2,0.0,26.7,34.9,29.2,12.3,6.7,7.59,-2.34,98566.0,61.6,3.5,1,,,
BTCUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,1.8,0.0,8.5,1.0,88.7,4.9,3.7,3.87,-1.85,100203.0,9.5,2.7,1,,,
BTCUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,10.5,0.0,29.0,28.5,32.1,14.9,11.2,7.12,-2.68,100668.0,57.5,9.3,1,,,
BTCUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.5,0.0,0.0,0.0,99.5,4.4,1.2,1.84,-0.82,100183.0,0.0,1.7,1,,,
BTCUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,5.1,0.0,1.8,4.4,88.7,24.4,5.1,4.95,-1.75,100615.0,6.2,7.8,1,,,
BTCUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,0.0,100.0,,0.7,1.53,-0.67,99879.0,0.0,0.8,1,,,
BTCUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,1.0,0.0,0.0,4.4,94.6,28.1,3.1,4.25,-1.65,99560.0,4.4,3.6,1,,,
BTCUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,1.0,0.0,99.0,,0.7,1.4,-0.68,99919.0,1.0,1.0,1,,,
BTCUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,0.8,0.0,5.4,2.3,91.5,28.3,3.1,3.99,-1.69,99541.0,7.7,4.1,1,,,
BTCUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,2.1,0.0,5.6,0.3,92.1,5.2,2.4,3.34,-1.61,100317.0,5.9,2.2,1,,,
BTCUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,11.3,0.0,22.1,17.4,49.2,14.7,8.3,7.32,-2.45,100606.0,39.5,8.3,1,,,
BTCUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,1.3,0.0,2.1,0.3,96.4,4.5,1.0,2.27,-0.95,99805.0,2.4,0.9,1,,,
BTCUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,6.9,0.0,9.2,15.4,68.5,13.6,3.8,5.95,-2.0,99565.0,24.6,3.2,1,,,
BTCUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,0.0,100.0,,0.7,1.22,-0.65,99851.0,0.0,1.3,1,,,
BTCUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,2.1,97.9,,3.1,3.76,-1.61,99177.0,2.1,5.6,1,,,
BTCUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,3.3,0.3,96.4,,1.0,1.92,-0.95,100068.0,3.6,1.1,1,,,
BTCUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,4.6,0.0,12.3,14.1,69.0,23.6,3.7,5.1,-1.98,99842.0,26.4,4.0,1,,,
BTCUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,1.3,0.0,0.0,0.0,98.7,4.7,0.2,0.58,-0.26,100175.0,0.0,0.7,1,,,
BTCUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,5.1,0.0,0.0,0.0,94.9,15.2,0.8,1.94,-0.87,100709.0,0.0,2.8,1,,,
BTCUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,0.0,100.0,,0.2,0.45,-0.25,100045.0,0.0,0.8,1,,,
BTCUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,0.5,0.0,0.0,0.0,99.5,29.0,0.9,1.5,-0.83,100198.0,0.0,3.1,1,,,
BTCUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,12.3,0.0,5.4,27.2,55.1,3.8,4.9,7.19,-2.08,100131.0,32.6,1.1,1,,,
BTCUSD,don20,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,34.9,0.0,12.1,51.3,1.8,10.1,8.6,9.06,-2.18,101336.0,63.4,1.9,1,,,
BTCUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,0.0,100.0,,0.2,0.38,-0.21,99939.0,0.0,0.8,1,,,
BTCUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,0.0,0.0,0.0,0.0,100.0,,0.9,1.29,-0.72,99764.0,0.0,3.3,1,,,
BTCUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,0.8,0.3,99.0,,1.0,1.67,-0.83,99875.0,1.1,1.6,1,,,
BTCUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,0.0,0.0,5.1,12.8,82.1,,4.1,4.74,-1.79,99285.0,17.9,6.0,1,,,
BTCUSD,don20,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,4.4,0.0,0.3,3.1,92.3,5.1,2.3,4.45,-1.55,100208.0,3.4,1.0,1,,,
BTCUSD,don20,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,23.6,0.0,0.3,50.0,26.2,13.7,6.8,8.46,-2.01,100089.0,50.3,2.7,1,,,
BTCUSD,don20,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,5.1,0.0,23.3,13.3,58.2,3.9,4.8,5.94,-2.35,100047.0,36.6,1.9,1,,,
BTCUSD,don20,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,17.9,0.0,46.2,32.6,3.3,12.3,8.5,7.49,-2.72,100534.0,78.8,3.4,1,,,
BTCUSD,don20,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,2.3,0.0,1.8,1.3,94.6,5.9,2.2,3.71,-1.54,99935.0,3.1,1.3,1,,,
BTCUSD,don20,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,11.3,0.0,6.2,32.1,50.5,18.7,7.6,7.26,-2.16,100084.0,38.3,4.7,1,,,
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,5.1,0.0,1.5,11.8,81.5,4.9,3.4,5.68,-1.94,99814.0,13.3,1.0,1,,,
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,18.7,0.0,2.1,51.5,27.7,15.1,9.2,9.91,-2.05,99310.0,53.6,2.6,1,,,
BTCUSD,don20,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,4.6,0.0,19.2,6.7,69.5,5.6,4.2,5.42,-2.35,101271.0,25.9,3.6,1,,,
BTCUSD,don20,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,19.2,0.0,46.4,23.6,10.8,12.6,8.5,8.1,-2.89,103107.0,70.0,7.8,1,,,
BTCUSD,don55,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,2.6,0.0,10.3,3.8,83.3,5.3,3.2,4.8,-1.97,99989.0,14.1,1.6,1,,,
BTCUSD,don55,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,16.4,0.0,30.0,27.2,26.4,14.9,8.6,7.96,-2.44,100176.0,57.2,4.4,1,,,
BTCUSD,don20,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,1.0,0.0,5.1,0.0,93.8,6.0,1.9,2.98,-1.43,100552.0,5.1,2.1,1,,,
BTCUSD,don20,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,14.6,0.0,24.6,7.7,53.1,16.3,6.1,5.91,-2.31,102233.0,32.3,8.0,1,,,
BTCUSD,don55,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.8,0.0,0.3,1.5,97.4,5.3,1.3,2.8,-1.13,99990.0,1.8,1.0,1,,,
BTCUSD,don55,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,9.0,0.0,0.3,21.3,69.5,20.3,5.3,6.97,-1.97,100261.0,21.6,3.5,1,,,
BTCUSD,don55,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.0,0.0,2.3,0.0,97.7,,1.3,2.29,-1.14,99590.0,2.3,1.2,1,,,
BTCUSD,don55,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,0.0,0.0,7.7,14.6,77.7,,5.1,5.81,-2.06,98513.0,22.3,4.5,1,,,
BTCUSD,don55,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,2.3,0.0,5.6,1.5,90.5,5.7,2.7,4.13,-1.85,100387.0,7.1,2.6,1,,,
BTCUSD,don55,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,12.6,0.0,24.6,26.2,36.7,14.6,7.9,7.76,-2.56,100553.0,50.8,8.5,1,,,
BTCUSD,don55,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,390,0.3,0.0,2.6,0.0,97.2,6.3,1.1,1.9,-1.06,100012.0,2.6,1.6,1,,,
BTCUSD,don55,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,390,4.6,0.0,14.4,5.6,75.4,16.8,4.2,5.05,-2.05,100160.0,20.0,6.0,1,,,
GBPUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.7,0.0,3.2,4.0,90.1,4.0,2.5,4.32,-1.79,99383.0,7.2,1.3,1,,,
GBPUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,12.0,0.0,12.0,48.4,27.7,14.5,7.3,8.09,-2.29,98439.0,60.4,3.4,1,,,
GBPUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,1.7,0.0,3.6,1.1,93.5,3.7,2.5,3.58,-1.66,99904.0,4.7,1.8,1,,,
GBPUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,13.5,0.0,13.3,29.8,43.5,16.4,8.3,7.06,-2.28,99859.0,43.1,5.9,1,,,
GBPUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,0.2,0.0,99.6,2.9,0.9,1.65,-0.85,99864.0,0.2,1.0,1,,,
GBPUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.9,0.0,1.3,9.5,87.3,19.9,3.6,4.92,-1.88,99369.0,10.8,3.9,1,,,
GBPUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,0.4,0.0,99.2,3.4,0.9,1.37,-0.72,99903.0,0.4,1.2,1,,,
GBPUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.7,0.0,1.3,6.1,90.9,20.6,3.6,4.13,-1.68,99588.0,7.4,4.7,1,,,
GBPUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,1.3,0.0,2.1,1.3,95.3,6.2,1.6,3.06,-1.31,99941.0,3.4,1.1,1,,,
